node1,node2,weight
Barter Kings on A&E,Modern Dads on A&E,19
Barter Kings on A&E,American Hoggers on A&E,5
Barter Kings on A&E,Storage Wars: New York on A&E,26
Barter Kings on A&E,Crazy Hearts: Nashville on A&E,87
Barter Kings on A&E,Shipping Wars on A&E,15
Barter Kings on A&E,Storage Wars: Texas on A&E,31
Barter Kings on A&E,Don't Trust Andrew Mayne on A&E,73
Barter Kings on A&E,Longmire,85
Barter Kings on A&E,Wahlburgers on A&E,53
Barter Kings on A&E,Those Who Kill,36
Barter Kings on A&E,Bad Ink on A&E,56
A to Z,The Biggest Loser,56
A to Z,Home & Family,37
A to Z,Queen of the South,9
Fargo,Sons of Anarchy,94
Fargo,Legion,27
Fargo,Justified,39
Fargo,Battle of the Network Stars,54
Fargo,Queen of the South,20
Fargo,You're the Worst,57
Fargo,American Horror Story,33
Fargo,The Strain,82
Fargo,Paquita Salas,18
Fargo,Baskets,49
Fargo,American Crime Story,93
Fargo,Atlanta,26
Fargo,eltrece - Guapas,91
Fargo,Better Things,71
Fargo,Taboo FX,26
Fargo,The Americans,10
Fargo,Home & Family,29
Fargo,It's Always Sunny in Philadelphia,30
The Wildlife Docs,Litton's Weekend Adventure,80
The Wildlife Docs,Queen of the South,32
The Wildlife Docs,Home & Family,57
The Wildlife Docs,Emigratis,51
UniNovelas,El Chapo,58
UniNovelas,Univision Entretenimiento,82
UniNovelas,Premio Lo Nuestro,42
UniNovelas,Premios Juventud,37
UniNovelas,Noticias Univision Tampa Bay,10
UniNovelas,Sal y Pimienta,29
UniNovelas,El Gordo y La Flaca,55
UniNovelas,Bao Young Blood,14
Fique Alerta,Pajuçara Noite,95
Fique Alerta,Pajuçara Futebol Clube,8
Snowfall,FEUD: Bette and Joan,89
SVT Kortfilm,Babel,8
SVT Kortfilm,K special,80
SVT Kortfilm,Kobra,67
SVT Kortfilm,SVT Humor,8
Kropka nad i,Czarno na białym TVN24,12
Kropka nad i,Co za tydzień TVN,82
Empire,Wayward Pines,67
Empire,MasterChef,18
Empire,Houdini & Doyle,90
Empire,The X-Files,59
Empire,The Grinder,62
Empire,Superhuman,33
Empire,FOX Teen Choice Awards,50
Empire,The Exorcist FOX,24
Empire,The Rhode Show,9
Empire,Pitch,75
Empire,STAR,7
Empire,The Orville,72
Empire,Son of Zorn,45
Empire,Access,42
Empire,Rosewood,53
Empire,The Mick,10
Empire,The Four,62
Empire,Living Biblically,93
Empire,Scream Queens,70
Empire,Bordertown,39
Empire,Shots Fired,22
Empire,New Year's Eve on FOX,7
Empire,New Girl,94
Empire,The Following,87
Empire,Family Guy,49
Empire,Mulaney,72
Empire,Party Over Here,39
Empire,The F Word,45
Empire,Prison Break,9
Empire,Grandfathered,87
Empire,Ellen's Game of Games,63
Empire,Lethal Weapon FOX,10
Empire,Ghosted,72
Empire,Second Chance,11
Empire,So You Think You Can Dance,46
Empire,Love Connection FOX,7
Empire,Glee,8
Empire,Showtime At The Apollo,86
Empire,The Simpsons,27
Empire,The Real,33
Empire,The Gifted,33
Empire,World’s Funniest,22
Empire,MasterChef Junior,83
Empire,Bones,43
Empire,Making History,20
Empire,Il en pense quoi Camille ?,29
Empire,Home Free FOX,78
Empire,Sleepy Hollow,75
Empire,The Resident,47
Empire,Close Up with the Hollywood Reporter,56
Empire,Lucifer,20
Empire,Hell's Kitchen,34
Empire,Girlboss,30
Empire,BOOM,43
Empire,Kicking & Screaming,80
Empire,Beat Shazam,10
Empire,24: Legacy,86
Empire,Cooper Barrett's Guide to Surviving Life,11
Empire,You The Jury,42
Empire,My Kitchen Rules,69
Empire,LA to Vegas,76
Empire,Famous,94
Empire,Brooklyn Nine-Nine,16
Empire,Cosmos,75
Empire,Coupled,93
Empire,Hotel Hell,45
Empire,The Last Man on Earth,77
Empire,Bob's Burgers,29
The Sinner,Saving Hope,10
CBC News: Marketplace,Rick Mercer Report,21
CBC News: Marketplace,CBC Docs,17
CBC News: Marketplace,Dear Uge,89
CBC News: Marketplace,The Fifth Estate,14
CBC News: Marketplace,This Hour Has 22 Minutes,64
CBC News: Marketplace,Canada's Smartest Person,15
Bored to Death,Curb Your Enthusiasm,16
Bored to Death,Game of Thrones,36
Bored to Death,Entourage,55
Bored to Death,In Treatment,83
Bored to Death,Summer Heights High on HBO,7
Bored to Death,Kenny Powers of Eastbound & Down,29
Bored to Death,True Blood,45
Bored to Death,Big Love,16
Bored to Death,The Rap Game,8
Bored to Death,RTL Late Night,7
Bored to Death,The Life and Times of Tim,63
Backstrom,Wayward Pines,69
Backstrom,MasterChef,36
Backstrom,Almost Human,32
Backstrom,Rosewood,85
Backstrom,Wisdom Of The Crowd,40
Backstrom,Gang Related,26
Backstrom,Kitchen Nightmares,76
Backstrom,Cosmos,66
Backstrom,Enlisted,36
Backstrom,The Following,55
Backstrom,The Mindy Project,52
Backstrom,RAKE,44
Backstrom,Mulaney,22
Backstrom,24: Legacy,93
Backstrom,Gracepoint,16
Backstrom,So You Think You Can Dance,40
Backstrom,The Simpsons,14
Backstrom,Glee,21
Backstrom,Utopia,75
Backstrom,MasterChef Junior,85
Backstrom,Bones,37
Backstrom,"""I Wanna Marry """"Harry""""""",71
Backstrom,Sleepy Hollow,55
Backstrom,DADS,25
Backstrom,Hell's Kitchen,13
Backstrom,New Girl,28
Backstrom,Family Guy,95
Backstrom,Brooklyn Nine-Nine,64
Backstrom,Raising Hope,34
Backstrom,Surviving Jack,77
Backstrom,Bob's Burgers,56
Modern Marvels,SportsCenter ESPN,12
Modern Marvels,The Legend of Shelby the Swamp Man,7
Modern Marvels,Top Shot on History,78
Modern Marvels,Top Gear BBC America,74
Modern Marvels,Ax Men on History,64
Modern Marvels,Men Women Wild,72
Modern Marvels,American Restoration,19
Modern Marvels,Only in America with Larry the Cable Guy,87
Modern Marvels,Ancient Aliens,38
Modern Marvels,Arda'nın Mutfağı,50
Modern Marvels,Chef's Table,25
Modern Marvels,Swamp People on History,13
Modern Marvels,Pawn Stars on History,52
Modern Marvels,The Universe,88
Modern Marvels,Good Behavior,50
Modern Marvels,American Daredevils,70
Modern Marvels,Ice Road Truckers on HISTORY,54
Modern Marvels,"""God",92
Modern Marvels,American Pickers on History,16
Modern Marvels,Mountain Men,16
Modern Marvels,Counting Cars,92
Modern Marvels,Bruce Mitchell,52
Modern Marvels,Vikings,59
Elena of Avalor,Tatort,80
Elena of Avalor,In aller Freundschaft,58
Elena of Avalor,mittagsmagazin,19
Elena of Avalor,Extra 3,58
Elena of Avalor,MDR selbstbestimmt,74
Elena of Avalor,exakt / FAKT,33
Elena of Avalor,NightWash,51
Elena of Avalor,"""Elefant  Tiger & Co""",70
Elena of Avalor,Report Mainz,43
Elena of Avalor,Polizeiruf 110,17
Elena of Avalor,Bericht aus Berlin,9
Elena of Avalor,report München,32
Elena of Avalor,Der Tatortreiniger,68
Elena of Avalor,W wie Wissen,22
Elena of Avalor,ttt - titel thesen temperamente,87
Elena of Avalor,hart aber fair,45
Elena of Avalor,INAS NACHT,68
Elena of Avalor,Die Harald Schmidt Show,92
Elena of Avalor,Monitor,55
Elena of Avalor,Hubert und Staller,38
Elena of Avalor,tagesschau,55
Elena of Avalor,ARD Morgenmagazin,58
Elena of Avalor,Sport im Osten,8
Elena of Avalor,AUSSENSEITER SPITZENREITER,17
Fångarna på fortet,Bonde söker fru,7
Fångarna på fortet,Je t'aime etc,24
Fångarna på fortet,Nyhetsmorgon,49
Fångarna på fortet,Let's dance i TV4,76
Fångarna på fortet,Idol,55
Fångarna på fortet,Biggest loser,77
What Not to Wear,Counting On,22
What Not to Wear,Cake Boss,26
What Not to Wear,Leah Remini: It's All Relative,6
What Not to Wear,"""Love  Lust or Run""",6
What Not to Wear,Toddlers & Tiaras,87
What Not to Wear,Kate Plus 8,87
What Not to Wear,Philip K. Dick's Electric Dreams,37
What Not to Wear,White Rabbit Project,81
What Not to Wear,Four Weddings,81
What Not to Wear,Extreme Couponing,83
What Not to Wear,RDI Économie,71
What Not to Wear,My Big Fat American Gypsy Wedding,25
What Not to Wear,LA Ink,60
What Not to Wear,The State,77
What Not to Wear,Project Runway,23
What Not to Wear,Silvana sin Lana,51
What Not to Wear,Who Do You Think You Are?,92
What Not to Wear,NY Ink,69
What Not to Wear,"""Little People",79
What Not to Wear,90 Day Fiance,90
What Not to Wear,Visite,19
What Not to Wear,Breaking Amish,11
What Not to Wear,Miami Ink,18
What Not to Wear,Say Yes to the Dress,21
What Not to Wear,The Little Couple,5
What Not to Wear,DC Cupcakes,38
What Not to Wear,Long Island Medium,69
Long Lost Family,Those Who Kill,19
Long Lost Family,Wahlburgers on A&E,92
frd,Duro de Domar,12
frd,Científicos Industria Argentina,79
frd,Red de Salud,36
frd,Quit Your Day Job,16
frd,Vivo en Argentina,58
frd,En terapia,92
frd,Cocineros Argentinos,8
frd,Una tarde cualquiera,26
frd,Televisión Pública Noticias,81
The Project,My Hero Academia,12
The Project,Ten Eyewitness News Melbourne,81
The Project,Anastasia and Faye,75
The Project,Ten News,57
The Project,Family Feud Australia,53
The Project,Troldspejlet,53
The Project,The Great Australian Spelling Bee,85
The Project,Ten Eyewitness News Perth,94
The Project,The Bachelor Australia,77
The Project,Studio 10,13
The Project,Offspring on Ten,65
The Project,Greenleaf OWN,54
The Project,IFISH w TACKLEWORLD,28
The Project,The Living Room,40
The Project,Eine Liga für sich,7
The Project,NBA Extra,27
The Project,Ten Eyewitness News Queensland,41
The Project,Fratelli di Crozza,5
The Project,The Spoils Before Dying,32
The Project,The Project NZ,65
The Project,The Bachelorette Australia,95
The Project,Sun Records,11
The Project,The Katering Show,24
The Project,Paul Worsteling,58
The Project,Shark Tank Australia,24
The Project,The Loop,80
Ninja Warrior UK,The X Factor,93
Ninja Warrior UK,Britain's Got Talent,27
Ninja Warrior UK,This Morning,59
Ninja Warrior UK,Take Me Out,90
Ninja Warrior UK,Ninja Warrior,53
Ninja Warrior UK,Good Morning Britain,92
Ninja Warrior UK,Saturday Night Takeaway,70
The Taste Germany,The Voice Kids,14
Marido en Alquiler,AL ROJO VIVO,75
Marido en Alquiler,Property Brothers,77
上班這黨事,女人我最大,14
上班這黨事,TVBS 地球黃金線,36
上班這黨事,TVBS 一步一腳印 發現新台灣,61
上班這黨事,Containment,8
上班這黨事,食尚玩家,6
Permanent Roommates,The Voice Belgique - RTBF,73
MasterChef Chile,FYI Kitchen,67
La prova del cuoco,Molly,92
La prova del cuoco,Who Wants to Come to Japan  世界ニッポン行きたい人応援団,63
La prova del cuoco,Frontier,30
La prova del cuoco,Affari  Tuoi,84
La prova del cuoco,E poi c'è Cattelan,8
Idols Global,American Idol,16
Idols Global,Cambodian Idol,73
Idols Global,Myanmar Idol,35
Idols Global,Ídolos,34
Idols Global,Idols South Africa,73
Idols Global,Vietnam Idol,26
Idols Global,Nouvelle Star,17
Idols Global,Got Talent Global,75
Idols Global,Indonesian Idol,86
"""I Wanna Marry """"Harry""""""",Wayward Pines,74
"""I Wanna Marry """"Harry""""""",MasterChef,42
"""I Wanna Marry """"Harry""""""",WIGS,16
"""I Wanna Marry """"Harry""""""",Almost Human,75
"""I Wanna Marry """"Harry""""""",American Idol,77
"""I Wanna Marry """"Harry""""""",Gang Related,30
"""I Wanna Marry """"Harry""""""",Kitchen Nightmares,19
"""I Wanna Marry """"Harry""""""",Enlisted,18
"""I Wanna Marry """"Harry""""""",The Following,57
"""I Wanna Marry """"Harry""""""",The Mindy Project,77
"""I Wanna Marry """"Harry""""""",RAKE,14
"""I Wanna Marry """"Harry""""""",24: Legacy,87
"""I Wanna Marry """"Harry""""""",Gracepoint,21
"""I Wanna Marry """"Harry""""""",So You Think You Can Dance,24
"""I Wanna Marry """"Harry""""""",The Simpsons,93
"""I Wanna Marry """"Harry""""""",Glee,82
"""I Wanna Marry """"Harry""""""",Bones,48
"""I Wanna Marry """"Harry""""""",Sleepy Hollow,48
"""I Wanna Marry """"Harry""""""",DADS,90
"""I Wanna Marry """"Harry""""""",Cosmos,25
"""I Wanna Marry """"Harry""""""",Brooklyn Nine-Nine,80
"""I Wanna Marry """"Harry""""""",Surviving Jack,42
The Mysteries of Laura,Law & Order:  Special Victims Unit,92
The Mysteries of Laura,Chicago P.D.,86
The Show with Vinny,Nick Cannon Presents: Wild 'N Out,81
The Show with Vinny,Game of Thrones,7
The Show with Vinny,Jersey Shore,86
Unser Song,TV Total,6
Unser Song,Schlag den Henssler,86
Unser Song,Landesschau Rheinland-Pfalz,87
Unser Song,Beowulf,76
Unser Song,Eurovision Song Contest Deutschland,74
Unser Song,Dia Dia,34
Unser Song,ปริศนาฟ้าแลบ,48
Unser Song,X Factor Brasil,41
Unser Song,Marvel's Runaways,30
Unser Song,Só Risos,22
Unser Song,Exathlon Brasil,81
Unser Song,Mein Nachmittag (NDR),18
Episodes,Shameless,91
Episodes,United States of Tara,72
Episodes,The L Word,87
Episodes,Secret Diary of a Call Girl,78
Episodes,Homeland,64
Episodes,Californication,70
Episodes,Dexter,65
Episodes,The One Show,42
Episodes,The Tudors,63
Episodes,Weeds,59
Episodes,Nurse Jackie,45
Episodes,The Borgias,21
Episodes,The Big C,67
Episodes,House of Lies,41
Episodes,The Real L Word,14
Episodes,Le Club 700,46
The Voice - Najljepši glas Hrvatske,BBC The Voice UK,71
The Voice - Najljepši glas Hrvatske,The Voice,29
The Voice - Najljepši glas Hrvatske,The Voice Global,71
TVN Seriale,BITWA O DOM TVN,39
TVN Seriale,Nie rób scen TVN,32
TVN Seriale,Prawo Agaty TVN,55
TVN Seriale,Sama Słodycz TVN,52
TVN Seriale,Na Wspólnej TVN,74
TVN Seriale,Wszyscy kochają Romana TVN,34
TVN Seriale,Dzień Dobry TVN,89
TVN Seriale,TVN Fashion,18
TVN Seriale,Co za tydzień TVN,44
TVN Seriale,MasterChef TVN,10
Naked and Afraid,The Wheel,64
11.22.63,The Handmaid's Tale,15
11.22.63,East Los High,29
11.22.63,The Mindy Project,70
11.22.63,Casual,67
11.22.63,Shut Eye,16
11.22.63,Chance,88
11.22.63,Difficult People,93
11.22.63,The Path,42
Minority Report FOX,Bullseye,10
Minority Report FOX,Bones,95
Minority Report FOX,Brooklyn Nine-Nine,24
SEXY BEASTS,Catfish: The TV Show,89
SEXY BEASTS,American Horror Story,15
SEXY BEASTS,The Walking Dead,60
SEXY BEASTS,PAULA KOMMT,13
SEXY BEASTS,The Tonight Show Starring Jimmy Fallon,81
One Mississippi,MasterChef,74
One Mississippi,New Girl,86
One Mississippi,Hell's Kitchen,21
One Mississippi,Fringe,11
One Mississippi,The Following,52
One Mississippi,The Mindy Project,71
One Mississippi,The X Factor (USA),22
One Mississippi,The Simpsons,58
One Mississippi,American Dad,31
One Mississippi,Glee,16
One Mississippi,COPS,54
One Mississippi,Bones,76
One Mississippi,Family Guy,52
One Mississippi,American Idol,83
One Mississippi,Bob's Burgers,9
One Mississippi,Raising Hope,41
One Mississippi,Touch,28
One Mississippi,House,91
One Mississippi,Kitchen Nightmares,69
One Mississippi,So You Think You Can Dance,95
The Office,Kinetic Content: Betty White’s OTR,7
The Office,Takeshi's Castle Indonesia,79
The Office,30 Rock,58
The Office,Chase,61
The Office,Undateable,45
The Office,The Michael J. Fox Show,35
The Office,Friday Night Lights,26
The Office,Dracula,29
The Office,Jay Leno,42
The Office,Saturday Night Live,37
The Office,JTBC 이규연의 스포트라이트,56
The Office,Happy,58
The Office,Last Comic Standing,29
The Office,Chuck,57
The Office,The New Celebrity Apprentice,90
The Office,Parks and Recreation,53
The Office,The Tonight Show Starring Jimmy Fallon,8
The Office,Food Fighters,26
The Office,The Voice,90
The Office,The Blacklist,33
The Office,Minute to Win It,65
The Office,Law & Order:  Special Victims Unit,25
The Office,Crisis,33
The Office,The Sing Off,63
The Office,The Biggest Loser,72
The Office,Smash,18
The Office,Community,44
The Office,Who Do You Think You Are?,54
The Office,Extra تركي,76
The Office,Breakfast Television Vancouver,80
The Office,America's Got Talent,77
The Office,Growing Up Fisher,33
The Office,Fear Factor,23
The Office,Welcome to the Family,38
The Office,About a Boy,80
The Office,TripTank,55
The Office,Believe,94
The Office,Hollywood Game Night,20
The Office,Sean Saves the World,68
The Office,Parenthood,69
The Office,High School Quiz Show,7
The Office,Ironside,88
The Office,Days of our Lives,17
The Office,Chicago P.D.,52
The Office,Grimm,87
BBC Eurovision,SBS Eurovision,50
BBC Eurovision,Legends of Chamberlain Heights,54
BBC Eurovision,The One Show,23
BBC Eurovision,Eurovisie Songfestival,48
BBC Eurovision,Eurovisión RTVE,26
BBC Eurovision,Eurovision France,94
BBC Eurovision,Eurovision Song Contest,90
BBC Eurovision,Eurovision Song Contest Italia,22
BBC Eurovision,Catastrophe (Amazon Original),45
3 Adam,Survivor Türkiye,30
3 Adam,O Ses Türkiye,87
3 Adam,Yetenek Sizsiniz Türkiye,37
10 Things I Hate About You,Marvel's Cloak & Dagger,85
10 Things I Hate About You,Freeform’s 25 Days of Christmas,43
10 Things I Hate About You,Pretty Little Liars,21
10 Things I Hate About You,13 Nights of Halloween,90
10 Things I Hate About You,Kyle XY,23
10 Things I Hate About You,Make It or Break It,86
10 Things I Hate About You,The Lying Game,44
10 Things I Hate About You,Melissa & Joey,58
10 Things I Hate About You,The Secret Life of the American Teenager,28
10 Things I Hate About You,Greek,36
MTV Kaisi Yeh Yaariaan,Those Who Kill,95
MTV Kaisi Yeh Yaariaan,Wahlburgers on A&E,9
MTV Kaisi Yeh Yaariaan,Country Buck$ on A&E,94
MTV Kaisi Yeh Yaariaan,Crazy Hearts: Nashville on A&E,9
MTV Kaisi Yeh Yaariaan,Don't Trust Andrew Mayne on A&E,47
好想談戀愛,我的寶貝四千金,85
好想談戀愛,完全娛樂 ShowBiz,82
好想談戀愛,三立華劇,93
好想談戀愛,他看她的第2眼,15
Fugueuse,Sur invitation seulement,29
Fugueuse,Les beaux malaises,13
Fugueuse,Mensonges,91
Fugueuse,Deux filles le matin,69
Fugueuse,Signé M,61
Fugueuse,Vol 920,94
Fugueuse,Salut Bonjour,74
Fugueuse,Téléroman O',76
Fugueuse,Boomerang,23
Fugueuse,À couteaux tirés,53
Fugueuse,Au secours de Béatrice,54
Fugueuse,Le Banquier,55
Fugueuse,Un sur 2,75
Fugueuse,L'ÉTÉ INDIEN,62
Fugueuse,Le Tricheur,14
Fugueuse,La Voix,21
Fugueuse,Ça finit bien la semaine,65
Fugueuse,Les jeunes loups,56
Fugueuse,Juste pour rire en direct,25
Fugueuse,Sucré Salé,7
Fugueuse,Refuge animal,62
Fugueuse,Gala Artis,30
Splitting Up Together,Supernatural,29
Splitting Up Together,Arrow,74
Splitting Up Together,Hellcats,12
Planet Wissen,"""Elefant  Tiger & Co""",20
Planet Wissen,odysso - Wissen im SWR,75
Planet Wissen,WDR Lokalzeit aus Dortmund,58
Planet Wissen,tagesschau,87
Planet Wissen,ARD Morgenmagazin,38
Planet Wissen,Discovery Impact,21
Planet Wissen,아는 형님,80
Planet Wissen,Human Giant,85
Planet Wissen,Tiere suchen ein Zuhause,39
Planet Wissen,3sat nano,80
Planet Wissen,Monitor,68
Planet Wissen,The Tonight Show Starring Jimmy Fallon,48
Planet Wissen,Quarks,15
Planet Wissen,Rockpalast,62
Planet Wissen,Wissen vor acht,76
Planet Wissen,W wie Wissen,22
Planet Wissen,MDR Umschau,93
Planet Wissen,Tigerenten Club,53
Planet Wissen,Feed the Beast,12
Planet Wissen,Servicezeit,85
التلفزيون العربي - رياضة,بتوقيت مصر,28
التلفزيون العربي - رياضة,جو شو Joe Show,12
Geordie Shore,MTV Ex On The Beach,72
Geordie Shore,Warsaw Shore - Ekipa z Warszawy,85
Full House,CNN Choque de Opiniones,78
Full House,CNN en Marcha,9
Boardwalk Empire,Girls,72
Boardwalk Empire,Game of Thrones,24
Boardwalk Empire,HBO Boxing,30
Boardwalk Empire,HBO Boardwalk Empire Latinoamérica,75
